id,text,processed_text
872,I dont use GlassesContact lenses,dont use glassescontact lens
873,Several times a day,several time day
874,At least daily,least daily
875,At least weekly,least weekly
876,At least monthly,least monthly
877,Less than monthly,le monthly
878,Never,never
879,Employed fulltime,employed fulltime
880,Employed parttime,employed parttime
881,Selfemployed fulltime,selfemployed fulltime
882,Selfemployed parttime,selfemployed parttime
883,Active military,active military
884,Inactive militaryVeteran,inactive militaryveteran
885,Temporarily unemployed,temporarily unemployed
886,Fulltime homemaker,fulltime homemaker
887,Retired,retired
888,Student,student
889,Disabled,disabled
890,Agnostic,agnostic
891,Atheist,atheist
892,Buddhist,buddhist
893,Christian all denominations,christian denomination
894,Hindu,hindu
895,Jewish,jewish
896,Muslim,muslim
897,Heterosexual,heterosexual
898,Lesbian,lesbian
899,Gay,gay
900,Bisexual,bisexual
901,Transgender,transgender
902,White,white
903,Black or African American,black african american
904,American Indian or Alaska Native,american indian alaska native
905,Asian  Asian Indian,asian asian indian
906,Asian  Chinese,asian chinese
907,Asian  Filipino,asian filipino
908,Asian  Japanese,asian japanese
909,Asian  Korean,asian korean
910,Asian  Vietnamese,asian vietnamese
911,Asian  Other,asian
912,Pacific Islander  Native Hawaiian,pacific islander native hawaiian
913,Pacific Islander  Gaumanian,pacific islander gaumanian
914,Pacific Islander  Samoan,pacific islander samoan
915,Pacific Islander  Other Pacific Islander,pacific islander pacific islander
916,Some other race,race
917,No not of Hispanic Latino or Spanish origin,hispanic latino spanish origin
918,Yes Mexican Mexican American Chicano,yes mexican mexican american chicano
919,Yes Cuban,yes cuban
920,Yes another Hispanic Latino or Spanish origin  Argentina,yes another hispanic latino spanish origin argentina
921,Yes another Hispanic Latino or Spanish origin  Colombia,yes another hispanic latino spanish origin colombia
922,Yes another Hispanic Latino or Spanish origin  Equador,yes another hispanic latino spanish origin equador
923,Yes another Hispanic Latino or Spanish origin  El Salvador,yes another hispanic latino spanish origin el salvador
924,Yes another Hispanic Latino or Spanish origin  Guatemala,yes another hispanic latino spanish origin guatemala
925,Yes another Hispanic Latino or Spanish origin  Nicaragua,yes another hispanic latino spanish origin nicaragua
926,Yes another Hispanic Latino or Spanish origin  Panama,yes another hispanic latino spanish origin panama
927,Yes another Hispanic Latino or Spanish origin  Peru,yes another hispanic latino spanish origin peru
928,Yes another Hispanic Latino or Spanish origin  Spain,yes another hispanic latino spanish origin spain
929,Yes another Hispanic Latino or Spanish origin  Venezuela,yes another hispanic latino spanish origin venezuela
930,Yes another Hispanic Latino or Spanish origin  Other Country,yes another hispanic latino spanish origin country
931,500 PortlandAuburn,500 portlandauburn
932,501 New York,501 new york
933,502 Binghamton,502 binghamton
934,503 Macon,503 macon
935,504 Philadelphia,504 philadelphia
936,505 Detroit,505 detroit
937,506 Boston MAManchester,506 boston mamanchester
938,507 Savannah,507 savannah
939,508 Pittsburgh,508 pittsburgh
940,509 Ft Wayne,509 ft wayne
941,510 ClevelandAkron Canton,510 clevelandakron canton
942,511 Washington DC Hagerstown ,511 washington dc hagerstown
943,512 Baltimore,512 baltimore
944,513 FlintSaginawBay City,513 flintsaginawbay city
945,514 Buffalo,514 buffalo
946,515 Cincinnati,515 cincinnati
947,516 Erie,516 erie
948,517 Charlotte,517 charlotte
949,518 GreensboroHigh PointWinston Salem,518 greensborohigh pointwinston salem
950,519 Charleston,519 charleston
951,520 Augusta,520 augusta
952,521 Providence RINew Bedford,521 providence rinew bedford
953,522 Columbus,522 columbus
954,523 Burlington VTPlattsburgh,523 burlington vtplattsburgh
955,524 Atlanta,524 atlanta
956,525 Albany,525 albany
957,526 Utica,526 utica
958,527 Indianapolis,527 indianapolis
959,528 MiamiFt Lauderdale,528 miamift lauderdale
960,529 Louisville,529 louisville
961,530 Tallahassee FLThomasville,530 tallahassee flthomasville
962,531 TriCities TN,531 tricities tn
963,532 AlbanySchenectadyTroy,532 albanyschenectadytroy
964,533 Hartford  New Haven,533 hartford new
965,534 OrlandoDaytona BeachMelbourne,534 orlandodaytona beachmelbourne
966,535 Columbus,535 columbus
967,536 Youngstown,536 youngstown
968,537 Bangor,537 bangor
969,538 Rochester,538 rochester
970,539 TampaSt Petersburg Sarasota,539 tampast petersburg sarasota
971,540 Traverse CityCadillac,540 traverse citycadillac
972,541 Lexington,541 lexington
973,542 Dayton,542 dayton
974,543 SpringfieldHolyoke,543 springfieldholyoke
975,544 NorfolkPortsmouthNewport News,544 norfolkportsmouthnewport news
976,545 GreenvilleNew BernWashington,545 greenvillenew bernwashington
977,546 Columbia,546 columbia
978,547 Toledo,547 toledo
979,548 West Palm BeachFt Pierce,548 west palm beachft pierce
980,549 Watertown,549 watertown
981,550 Wilmington,550 wilmington
982,551 Lansing,551 lansing
983,552 Presque Isle,552 presque isle
984,553 Marquette,553 marquette
985,554 Wheeling WVSteubenville,554 wheeling wvsteubenville
986,555 Syracuse,555 syracuse
987,556 RichmondPetersburg,556 richmondpetersburg
988,557 Knoxville,557 knoxville
989,558 Lima,558 lima
990,559 BluefieldBeckleyOak Hill,559 bluefieldbeckleyoak hill
991,560 RaleighDurham Fayetteville,560 raleighdurham fayetteville
992,561 Jacksonville,561 jacksonville
993,563 Grand RapidsKalamazooBattle Creek,563 grand rapidskalamazoobattle creek
994,564 CharlestonHuntington,564 charlestonhuntington
995,565 Elmira,565 elmira
996,566 HarrisburgLancasterLebanonYork,566 harrisburglancasterlebanonyork
997,567 GreenvilleSpartanburg SCAsheville NCAnderson,567 greenvillespartanburg scasheville ncanderson
998,569 Harrisonburg,569 harrisonburg
999,570 FlorenceMyrtle Beach,570 florencemyrtle beach
1000,571 Ft MyersNaples,571 ft myersnaples
1001,573 RoanokeLynchburg,573 roanokelynchburg
1002,574 JohnstownAltoona,574 johnstownaltoona
1003,575 Chattanooga,575 chattanooga
1004,576 Salisbury,576 salisbury
1005,577 Wilkes BarreScranton,577 wilkes barrescranton
1006,581 Terre Haute,581 terre haute
1007,582 Lafayette,582 lafayette
1008,583 Alpena,583 alpena
1009,584 Charlottesville,584 charlottesville
1010,588 South BendElkhart,588 south bendelkhart
1011,592 Gainesville,592 gainesville
1012,596 Zanesville,596 zanesville
1013,597 Parkersburg,597 parkersburg
1014,598 ClarksburgWeston,598 clarksburgweston
1015,600 Corpus Christi,600 corpus christi
1016,602 Chicago,602 chicago
1017,603 Joplin MOPittsburg,603 joplin mopittsburg
1018,604 ColumbiaJefferson City,604 columbiajefferson city
1019,605 Topeka,605 topeka
1020,606 Dothan,606 dothan
1021,609 St Louis,609 st louis
1022,610 Rockford,610 rockford
1023,611 Rochester MNMason City IAAustin,611 rochester mnmason city iaaustin
1024,612 Shreveport,612 shreveport
1025,613 MinneapolisSt Paul,613 minneapolisst paul
1026,616 Kansas City,616 kansa city
1027,617 Milwaukee,617 milwaukee
1028,618 Houston,618 houston
1029,619 Springfield,619 springfield
1030,622 New Orleans,622 new orleans
1031,623 DallasFt Worth,623 dallasft worth
1032,624 Sioux City,624 sioux city
1033,625 WacoTempleBryan,625 wacotemplebryan
1034,626 Victoria,626 victoria
1035,627 Wichita Falls TX  Lawton,627 wichita fall tx lawton
1036,628 Monroe LAEl Dorado,628 monroe lael dorado
1037,630 Birmingham,630 birmingham
1038,631 Ottumwa IAKirksville,631 ottumwa iakirksville
1039,632 Paducah KYCape Girardeau MOHarrisburgMount Vern,632 paducah kycape girardeau moharrisburgmount vern
1040,633 OdessaMidland,633 odessamidland
1041,634 Amarillo,634 amarillo
1042,635 Austin,635 austin
1043,636 HarlingenWeslacoBrownsvilleMcAllen,636 harlingenweslacobrownsvillemcallen
1044,637 Cedar RapidsWaterlooIowa City  Dubuque,637 cedar rapidswaterlooiowa city dubuque
1045,638 St Joseph,638 st joseph
1046,639 Jackson,639 jackson
1047,640 Memphis,640 memphis
1048,641 San Antonio,641 san antonio
1049,642 Lafayette,642 lafayette
1050,643 Lake Charles,643 lake charles
1051,644 Alexandria,644 alexandria
1052,647 GreenwoodGreenville,647 greenwoodgreenville
1053,648 Champaign  SpringfieldDecatur,648 champaign springfielddecatur
1054,649 Evansville,649 evansville
1055,650 Oklahoma City,650 oklahoma city
1056,651 Lubbock,651 lubbock
1057,652 Omaha,652 omaha
1058,656 Panama City,656 panama city
1059,657 Sherman TXAda,657 sherman txada
1060,658 Green BayAppleton,658 green bayappleton
1061,659 Nashville,659 nashville
1062,661 San Angelo,661 san angelo
1063,662 AbileneSweetwater,662 abilenesweetwater
1064,669 Madison,669 madison
1065,670 Ft SmithFayettevilleSpringdaleRogers,670 ft smithfayettevillespringdalerogers
1066,671 Tulsa,671 tulsa
1067,673 ColumbusTupeloWest Point,673 columbustupelowest point
1068,675 PeoriaBloomington,675 peoriabloomington
1069,676 Duluth MNSuperior,676 duluth mnsuperior
1070,678 WichitaHutchinson,678 wichitahutchinson
1071,679 Des MoinesAmes,679 de moinesames
1072,682 Davenport IARock IslandMoline,682 davenport iarock islandmoline
1073,686 Mobile ALPensacola Ft Walton Beach,686 mobile alpensacola ft walton beach
1074,687 MinotBismarckDickinsonWilliston,687 minotbismarckdickinsonwilliston
1075,691 HuntsvilleDecatur Florence,691 huntsvilledecatur florence
1076,692 BeaumontPort Arthur,692 beaumontport arthur
1077,693 Little RockPine Bluff,693 little rockpine bluff
1078,698 Montgomery Selma,698 montgomery selma
1079,702 La CrosseEau Claire,702 la crosseeau claire
1080,705 WausauRhinelander,705 wausaurhinelander
1081,709 TylerLongviewLufkin  Nacogdoches,709 tylerlongviewlufkin nacogdoches
1082,710 HattiesburgLaurel,710 hattiesburglaurel
1083,711 Meridian,711 meridian
1084,716 Baton Rouge,716 baton rouge
1085,717 Quincy ILHannibal MOKeokuk,717 quincy ilhannibal mokeokuk
1086,718 Jackson,718 jackson
1087,722 Lincoln  HastingsKearney,722 lincoln hastingskearney
1088,724 FargoValley City,724 fargovalley city
1089,725 Sioux FallsMitchell,725 sioux fallsmitchell
1090,734 Jonesboro,734 jonesboro
1091,736 Bowling Green,736 bowling green
1092,737 Mankato,737 mankato
1093,740 North Platte,740 north platte
1094,743 Anchorage,743 anchorage
1095,744 Honolulu,744 honolulu
1096,745 Fairbanks,745 fairbanks
1097,746 BiloxiGulfport,746 biloxigulfport
1098,747 Juneau,747 juneau
1099,749 Laredo,749 laredo
1100,751 Denver,751 denver
1101,752 Colorado SpringsPueblo,752 colorado springspueblo
1102,753 Phoenix,753 phoenix
1103,754 ButteBozeman,754 buttebozeman
1104,755 Great Falls,755 great fall
1105,756 Billings,756 billing
1106,757 Boise,757 boise
1107,758 Idaho FallsPocatello,758 idaho fallspocatello
1108,759 Cheyenne WYScottsbluff,759 cheyenne wyscottsbluff
1109,760 Twin Falls,760 twin fall
1110,762 Missoula,762 missoula
1111,764 Rapid City,764 rapid city
1112,765 El Paso,765 el paso
1113,766 Helena,766 helena
1114,767 CasperRiverton,767 casperriverton
1115,770 Salt Lake City,770 salt lake city
1116,771 Yuma AZEl Centro,771 yuma azel centro
1117,773 Grand JunctionMontrose,773 grand junctionmontrose
1118,789 Tucson Sierra Vista,789 tucson sierra vista
1119,790 AlbuquerqueSanta Fe,790 albuquerquesanta fe
1120,798 Glendive,798 glendive
1121,800 Bakersfield,800 bakersfield
1122,801 Eugene,801 eugene
1123,802 Eureka,802 eureka
1124,803 Los Angeles,803 los angeles
1125,804 Palm Springs,804 palm spring
1126,807 San FranciscoOaklandSan Jose,807 san franciscooaklandsan jose
1127,810 YakimaPascoRichlandKennewick,810 yakimapascorichlandkennewick
1128,811 Reno,811 reno
1129,813 MedfordKlamath Falls,813 medfordklamath fall
1130,819 SeattleTacoma,819 seattletacoma
1131,820 Portland,820 portland
1132,821 Bend,821 bend
1133,825 San Diego,825 san diego
1134,828 MontereySalinas,828 montereysalinas
1135,839 Las Vegas,839 la vega
1136,855 Santa BarbaraSanta MariaSan Luis Obispo,855 santa barbarasanta mariasan luis obispo
1137,862 SacramentoStocktonModesto,862 sacramentostocktonmodesto
1138,866 FresnoVisalia,866 fresnovisalia
1139,868 ChicoRedding,868 chicoredding
1140,881 Spokane,881 spokane
1141,ALABAMA,alabama
1142,ALASKA,alaska
1143,ARIZONA,arizona
1144,ARKANSAS,arkansas
1145,CALIFORNIA,california
1146,COLORADO,colorado
1147,CONNECTICUT,connecticut
1148,DELAWARE,delaware
1149,DISTRICT OF COLUMBIA,district columbia
1150,FLORIDA,florida
1151,GEORGIA,georgia
1152,HAWAII,hawaii
1153,IDAHO,idaho
1154,ILLINOIS,illinois
1155,INDIANA,indiana
1156,IOWA,iowa
1157,KANSAS,kansa
1158,KENTUCKY,kentucky
1159,LOUISIANA,louisiana
1160,MAINE,maine
1161,MARYLAND,maryland
1162,MASSACHUSETTS,massachusetts
1163,MICHIGAN,michigan
1164,MINNESOTA,minnesota
1165,MISSISSIPPI,mississippi
1166,MISSOURI,missouri
1167,MONTANA,montana
1168,NEBRASKA,nebraska
1169,NEVADA,nevada
1170,NEW HAMPSHIRE,new hampshire
1171,NEW JERSEY,new jersey
1172,NEW MEXICO,new mexico
1173,NEW YORK,new york
1174,NORTH CAROLINA,north carolina
1175,NORTH DAKOTA,north dakota
1176,OHIO,ohio
1177,OKLAHOMA,oklahoma
1178,OREGON,oregon
1179,PENNSYLVANIA,pennsylvania
1180,RHODE ISLAND,rhode island
1181,SOUTH CAROLINA,south carolina
1182,SOUTH DAKOTA,south dakota
1183,TENNESSEE,tennessee
1184,TEXAS,texas
1185,UTAH,utah
1186,VERMONT,vermont
1187,VIRGINIA,virginia
1188,WASHINGTON,washington
1189,WEST VIRGINIA,west virginia
1190,WISCONSIN,wisconsin
1191,WYOMING,wyoming
1192,NOT APPLICABLE,applicable
1193,American Samoa,american samoa
1194,Federated States of Micronesia,federated state micronesia
1195,Guam,guam
1196,Marshall Islands,marshall island
1197,Northern Mariana Islands,northern mariana island
1198,Palau,palau
1199,Puerto Rico,puerto rico
1200,Virgin Islands,virgin island
1201,Acura MDX,acura mdx
1202,Acura RDX,acura rdx
1203,Acura Rl Sedan,acura rl sedan
1204,Acura RSX Coupe,acura rsx coupe
1205,Acura Tl Sedan,acura tl sedan
1206,Acura TSX Sedan,acura tsx sedan
1207,Audi A3 Wagon5Door,audi a3 wagon5door
1208,Audi A4 CoupeConvertible,audi a4 coupeconvertible
